DM_OPPTY_ID,activity,is_complete_yn,description,completed_date
2900,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2901,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2902,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2903,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2904,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2905,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2906,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2907,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2908,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2909,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2910,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2911,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2912,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2913,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2914,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2915,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2916,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2917,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2918,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2919,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2920,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2921,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2922,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2923,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2924,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2925,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2926,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2927,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2928,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2929,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2930,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2931,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2932,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2933,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2934,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2935,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2936,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2937,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2938,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2939,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2940,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2941,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2942,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2943,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2944,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2945,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2946,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2947,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2948,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2949,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2950,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
